                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.447,                 1.8687,                 1.7846,                0.60296,                0.56841,                0.58839,                0.26187,                 1.7481,                  1.806,                  2.145,                0.06732,             0.00063929,             0.00063929
                      2,                 1.4726,                 1.7745,                 1.8031,                 0.6402,                0.57731,                0.60291,                0.25272,                 1.9263,                 1.7156,                 2.2959,               0.034614,              0.0012661,              0.0012661
                      3,                 1.4519,                 1.7328,                 1.7951,                0.61648,                 0.6485,                0.65577,                0.29419,                 1.7717,                 1.5252,                 2.0824,              0.0018942,                0.00188,                0.00188
                      4,                 1.4162,                 1.6504,                 1.7507,                0.66306,                0.65014,                0.67059,                0.30534,                 1.8014,                 1.4993,                 2.1139,              0.0018611,              0.0018611,              0.0018611
                      5,                 1.3712,                 1.5973,                 1.7158,                0.66883,                  0.703,                0.72995,                0.36205,                 1.6609,                 1.4318,                 1.9995,              0.0018419,              0.0018419,              0.0018419
                      6,                 1.3481,                 1.5314,                 1.6968,                  0.695,                0.63737,                0.67984,                0.32245,                 1.7465,                 1.4698,                 2.0814,              0.0018227,              0.0018227,              0.0018227
                      7,                 1.3336,                 1.5108,                 1.6829,                0.68101,                0.68966,                0.70629,                0.30587,                 1.8788,                 1.3589,                 2.1734,              0.0018036,              0.0018036,              0.0018036
                      8,                 1.3107,                 1.4666,                 1.6656,                0.69097,                0.73619,                0.77415,                0.40504,                 1.5946,                 1.2441,                 1.9361,              0.0017844,              0.0017844,              0.0017844
                      9,                 1.3066,                 1.4586,                 1.6496,                0.73785,                0.70078,                0.76369,                 0.3907,                 1.6607,                 1.2425,                 1.9493,              0.0017652,              0.0017652,              0.0017652
                     10,                 1.2887,                 1.4223,                 1.6449,                0.72376,                0.68632,                 0.7494,                0.38921,                 1.6143,                 1.2828,                 1.9502,               0.001746,               0.001746,               0.001746
                     11,                 1.2785,                 1.3937,                 1.6298,                0.74817,                0.71053,                0.77449,                0.39446,                 1.6463,                 1.2445,                 1.9239,              0.0017268,              0.0017268,              0.0017268
                     12,                 1.2736,                 1.3729,                 1.6208,                0.73992,                0.73737,                0.76913,                0.39898,                 1.6053,                 1.1978,                  1.913,              0.0017076,              0.0017076,              0.0017076
                     13,                 1.2578,                 1.3644,                  1.615,                0.74093,                0.69522,                0.76938,                0.40947,                 1.6312,                 1.1938,                 1.9369,              0.0016884,              0.0016884,              0.0016884
                     14,                 1.2392,                 1.3405,                 1.6013,                0.77533,                 0.7297,                0.79096,                0.41704,                 1.6271,                  1.136,                 1.9433,              0.0016692,              0.0016692,              0.0016692
                     15,                 1.2488,                 1.3339,                 1.6041,                0.74287,                 0.7208,                0.77693,                0.38801,                 1.6947,                 1.1911,                 2.0038,              0.0016501,              0.0016501,              0.0016501
                     16,                 1.2473,                  1.322,                 1.5989,                0.75012,                0.73971,                0.79765,                0.42413,                 1.5775,                 1.1295,                 1.8975,              0.0016309,              0.0016309,              0.0016309
                     17,                 1.2345,                 1.3124,                 1.5983,                0.73947,                0.73971,                0.78091,                0.43156,                 1.5459,                 1.1219,                 1.8507,              0.0016117,              0.0016117,              0.0016117
                     18,                 1.2195,                 1.2971,                 1.5853,                0.77515,                 0.7286,                0.79026,                0.41992,                 1.6079,                 1.1097,                 1.8985,              0.0015925,              0.0015925,              0.0015925
                     19,                 1.2145,                 1.2762,                 1.5771,                 0.7533,                0.73024,                0.79529,                0.44484,                 1.5279,                 1.1017,                 1.8442,              0.0015733,              0.0015733,              0.0015733
