                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4317,                 1.8623,                 1.7635,                0.55978,                0.54882,                0.56525,                0.23685,                 1.8465,                 1.7952,                 2.2247,               0.067145,              0.0004646,              0.0004646
                      2,                 1.4311,                 1.7224,                 1.7593,                0.59798,                0.62542,                0.63265,                0.26861,                  1.899,                 1.5824,                 2.2032,               0.034254,             0.00090616,             0.00090616
                      3,                 1.4162,                 1.6742,                 1.7498,                0.66635,                0.67075,                0.70165,                0.32148,                 1.7553,                 1.4182,                 2.1044,              0.0013386,              0.0013245,              0.0013245
                      4,                 1.3819,                 1.6097,                 1.7267,                 0.7167,                 0.6396,                0.69867,                0.32711,                 1.7721,                  1.406,                 2.0781,              0.0012898,              0.0012898,              0.0012898
                      5,                 1.3458,                   1.54,                 1.6914,                 0.7362,                0.66296,                0.74852,                0.38724,                 1.5586,                 1.4029,                 1.9283,               0.001255,               0.001255,               0.001255
                      6,                 1.3172,                 1.4888,                 1.6695,                 0.7277,                0.66296,                0.72515,                0.36117,                 1.6696,                 1.3481,                 1.9866,              0.0012201,              0.0012201,              0.0012201
                      7,                 1.2942,                 1.4476,                 1.6491,                0.74963,                0.71635,                0.79642,                0.38753,                 1.6824,                 1.2193,                 1.9651,              0.0011852,              0.0011852,              0.0011852
                      8,                 1.2786,                 1.4047,                  1.634,                0.68655,                 0.7358,                0.76114,                0.39813,                  1.605,                 1.2182,                 1.9077,              0.0011504,              0.0011504,              0.0011504
                      9,                 1.2615,                 1.3813,                 1.6161,                0.71856,                0.73526,                0.78404,                 0.4196,                 1.5578,                 1.1643,                 1.8613,              0.0011155,              0.0011155,              0.0011155
                     10,                 1.2457,                 1.3479,                 1.6094,                0.73583,                0.69967,                0.76412,                0.42707,                 1.5161,                  1.188,                 1.8551,              0.0010807,              0.0010807,              0.0010807
                     11,                 1.2344,                 1.3149,                 1.5953,                0.73921,                0.69996,                0.77196,                0.40942,                 1.5642,                 1.1637,                 1.8846,              0.0010458,              0.0010458,              0.0010458
                     12,                  1.227,                 1.2976,                 1.5848,                0.74819,                0.73081,                0.79051,                0.41977,                 1.5977,                 1.1301,                 1.9186,              0.0010109,              0.0010109,              0.0010109
                     13,                 1.2132,                 1.2737,                 1.5793,                0.74327,                 0.6956,                0.75773,                 0.4026,                 1.5898,                 1.2053,                 1.9341,             0.00097607,             0.00097607,             0.00097607
                     14,                 1.1937,                 1.2584,                 1.5687,                0.75431,                0.70691,                0.77505,                0.40405,                 1.6436,                 1.1438,                 1.9639,             0.00094121,             0.00094121,             0.00094121
                     15,                 1.1994,                 1.2336,                 1.5636,                0.75084,                0.74194,                0.77796,                0.41151,                  1.621,                 1.1081,                 1.9494,             0.00090635,             0.00090635,             0.00090635
                     16,                 1.1821,                 1.2152,                  1.545,                0.76404,                0.73478,                0.78691,                0.42512,                 1.5487,                 1.0984,                 1.8648,             0.00087149,             0.00087149,             0.00087149
                     17,                 1.1686,                 1.2053,                 1.5396,                0.77581,                0.73749,                0.80467,                 0.4533,                 1.4917,                 1.0587,                 1.7966,             0.00083663,             0.00083663,             0.00083663
                     18,                 1.1519,                 1.1838,                 1.5255,                0.75418,                0.75751,                0.80677,                0.43632,                 1.5806,                  1.085,                 1.8866,             0.00080177,             0.00080177,             0.00080177
                     19,                 1.1497,                 1.1564,                 1.5172,                 0.7521,                0.77197,                 0.8221,                0.47316,                  1.466,                   1.03,                 1.7824,             0.00076691,             0.00076691,             0.00076691
                     20,                 1.1436,                 1.1566,                 1.5201,                0.75108,                0.76307,                 0.8086,                0.45558,                 1.4915,                 1.0415,                 1.8051,             0.00073205,             0.00073205,             0.00073205
                     21,                  1.139,                  1.145,                 1.5096,                0.77074,                 0.7386,                0.80704,                0.46901,                  1.423,                 1.0341,                 1.7467,             0.00069719,             0.00069719,             0.00069719
                     22,                 1.1229,                  1.126,                 1.4968,                0.77064,                0.78112,                0.82888,                0.47124,                  1.491,                 1.0162,                 1.8132,             0.00066233,             0.00066233,             0.00066233
                     23,                 1.1151,                 1.1073,                 1.4943,                0.77872,                0.77899,                0.82948,                0.47507,                 1.4595,                 1.0041,                 1.7886,             0.00062748,             0.00062748,             0.00062748
                     24,                 1.1064,                 1.1003,                 1.4808,                0.79557,                0.75321,                0.84019,                0.48176,                 1.4865,                0.98286,                 1.8068,             0.00059262,             0.00059262,             0.00059262
                     25,                 1.0987,                 1.0878,                 1.4848,                0.78801,                0.77322,                0.82666,                0.47525,                 1.5123,                0.98339,                 1.8211,             0.00055776,             0.00055776,             0.00055776
                     26,                 1.0732,                 1.0556,                 1.4628,                 0.7784,                0.76974,                0.82445,                0.47789,                   1.46,                0.96326,                 1.7992,              0.0005229,              0.0005229,              0.0005229
                     27,                 1.0864,                 1.0495,                 1.4722,                0.75846,                0.79088,                0.82591,                0.47777,                 1.4404,                0.98951,                 1.7639,             0.00048804,             0.00048804,             0.00048804
                     28,                 1.0687,                 1.0353,                 1.4525,                0.78018,                0.78957,                0.83185,                0.48126,                 1.4787,                0.98809,                 1.8109,             0.00045318,             0.00045318,             0.00045318
