                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4724,                 1.9127,                 1.8084,                0.55475,                0.59288,                0.58855,                0.23881,                 1.9392,                 1.7499,                 2.3278,               0.067532,             0.00085124,             0.00085124
                      2,                 1.4989,                 1.8086,                 1.8259,                0.57182,                0.62093,                0.57766,                0.23458,                 1.9423,                  1.705,                 2.2954,               0.035008,              0.0016603,              0.0016603
                      3,                 1.4681,                 1.7555,                 1.8024,                0.64867,                0.65184,                0.67817,                0.29225,                 1.8549,                  1.515,                 2.1581,              0.0024408,              0.0024267,              0.0024267
                      4,                 1.4108,                 1.6701,                 1.7528,                0.65283,                0.65406,                0.67416,                0.30698,                 1.7931,                 1.5195,                 2.1045,              0.0023632,              0.0023632,              0.0023632
                      5,                 1.3767,                 1.6056,                 1.7227,                0.69028,                0.68854,                0.71125,                0.34518,                 1.7014,                 1.4534,                 2.0536,              0.0022993,              0.0022993,              0.0022993
                      6,                  1.344,                 1.5411,                 1.6976,                0.64024,                0.63742,                0.65066,                0.28162,                 1.8546,                 1.5018,                 2.2047,              0.0022355,              0.0022355,              0.0022355
                      7,                 1.3272,                 1.5128,                 1.6787,                0.68287,                0.68966,                0.71272,                 0.3207,                 1.7983,                 1.3446,                 2.0943,              0.0021716,              0.0021716,              0.0021716
                      8,                 1.2961,                 1.4519,                 1.6515,                 0.6974,                0.72293,                0.74943,                0.38178,                   1.65,                 1.2777,                 1.9743,              0.0021077,              0.0021077,              0.0021077
                      9,                  1.292,                 1.4399,                  1.642,                0.72104,                0.71304,                0.75408,                0.40207,                 1.5805,                 1.2156,                 1.8982,              0.0020438,              0.0020438,              0.0020438
                     10,                 1.2743,                  1.409,                 1.6311,                0.71114,                0.67631,                0.74522,                0.39604,                 1.5906,                    1.3,                 1.9277,                0.00198,                0.00198,                0.00198
                     11,                 1.2629,                 1.3703,                 1.6199,                0.74576,                 0.7119,                0.77192,                0.38642,                 1.6766,                 1.2166,                 1.9669,              0.0019161,              0.0019161,              0.0019161
                     12,                 1.2528,                 1.3514,                 1.6089,                0.71562,                0.71635,                0.76894,                0.40151,                 1.6112,                 1.1884,                 1.9308,              0.0018522,              0.0018522,              0.0018522
                     13,                 1.2367,                 1.3278,                 1.6001,                0.76128,                 0.6941,                 0.7773,                0.41662,                 1.5692,                 1.1568,                 1.9081,              0.0017884,              0.0017884,              0.0017884
                     14,                  1.215,                 1.3013,                 1.5857,                0.73778,                0.74861,                0.79612,                0.41763,                 1.5987,                 1.1491,                 1.9112,              0.0017245,              0.0017245,              0.0017245
                     15,                 1.2208,                 1.2778,                 1.5823,                 0.7516,                0.71353,                0.77531,                 0.4063,                 1.6483,                 1.1766,                 1.9682,              0.0016606,              0.0016606,              0.0016606
                     16,                 1.2158,                 1.2676,                 1.5718,                0.74889,                0.74082,                0.79232,                0.41839,                 1.6092,                 1.1029,                 1.9257,              0.0015968,              0.0015968,              0.0015968
                     17,                 1.1965,                 1.2627,                 1.5705,                0.73229,                0.77893,                0.79847,                   0.45,                 1.5251,                 1.0753,                 1.8358,              0.0015329,              0.0015329,              0.0015329
                     18,                 1.1758,                 1.2299,                 1.5504,                0.75571,                 0.7386,                0.79541,                0.44416,                 1.5553,                 1.0829,                 1.8445,               0.001469,               0.001469,               0.001469
                     19,                 1.1755,                 1.2049,                 1.5409,                0.76233,                 0.7386,                0.79737,                 0.4415,                 1.5403,                 1.0708,                 1.8412,              0.0014051,              0.0014051,              0.0014051
                     20,                 1.1656,                 1.2072,                 1.5431,                 0.7446,                0.77308,                0.81104,                0.45582,                 1.4855,                 1.0674,                 1.8107,              0.0013413,              0.0013413,              0.0013413
                     21,                 1.1641,                 1.1893,                 1.5361,                0.74895,                0.73339,                0.78594,                0.45333,                 1.4708,                 1.0672,                  1.807,              0.0012774,              0.0012774,              0.0012774
                     22,                  1.158,                 1.1767,                 1.5263,                0.79027,                 0.7377,                0.81663,                0.46395,                 1.5024,                 1.0508,                 1.8273,              0.0012135,              0.0012135,              0.0012135
                     23,                 1.1468,                 1.1551,                 1.5221,                0.75499,                0.76752,                0.81125,                0.44995,                 1.5118,                 1.0358,                 1.8369,              0.0011497,              0.0011497,              0.0011497
                     24,                 1.1349,                 1.1404,                 1.5053,                0.73248,                0.78087,                0.81352,                0.46384,                 1.4809,                  1.044,                 1.7914,              0.0010858,              0.0010858,              0.0010858
                     25,                 1.1231,                  1.143,                 1.5071,                0.75083,                0.79774,                0.82928,                 0.4542,                 1.5508,                 1.0296,                 1.8486,              0.0010219,              0.0010219,              0.0010219
                     26,                 1.1057,                 1.1032,                 1.4856,                0.75724,                0.77721,                0.81924,                0.47244,                 1.4751,                0.99851,                 1.8107,             0.00095806,             0.00095806,             0.00095806
                     27,                 1.1186,                 1.0956,                 1.4988,                0.77729,                0.75973,                0.82415,                0.47531,                 1.4719,                0.99102,                 1.7867,             0.00089419,             0.00089419,             0.00089419
                     28,                 1.0953,                 1.0701,                 1.4746,                0.77113,                0.74956,                 0.8147,                 0.4649,                 1.4895,                 1.0025,                 1.8289,             0.00083032,             0.00083032,             0.00083032
                     29,                 1.0913,                 1.0724,                 1.4734,                 0.7561,                0.75083,                0.80647,                0.45142,                 1.5246,                 1.0362,                 1.8451,             0.00076645,             0.00076645,             0.00076645
                     30,                 1.0862,                 1.0565,                 1.4663,                0.74705,                0.77529,                0.81364,                0.46436,                 1.4597,                0.98808,                 1.7903,             0.00070258,             0.00070258,             0.00070258
                     31,                 1.0756,                0.81802,                 1.5391,                0.76942,                0.75751,                0.81104,                 0.4821,                 1.4146,                0.97573,                 1.7357,             0.00063871,             0.00063871,             0.00063871
                     32,                 1.0374,                0.77912,                 1.5097,                0.78157,                0.75623,                0.81404,                0.48035,                 1.4327,                0.98301,                 1.7737,             0.00057484,             0.00057484,             0.00057484
                     33,                 1.0147,                0.74892,                 1.4893,                0.77348,                0.77104,                0.82603,                0.47899,                 1.4424,                0.98274,                  1.778,             0.00051097,             0.00051097,             0.00051097
                     34,                  1.005,                0.74622,                 1.4826,                0.75548,                0.78309,                0.82855,                 0.4925,                 1.4055,                0.95554,                 1.7456,              0.0004471,              0.0004471,              0.0004471
                     35,                 0.9813,                0.70825,                 1.4624,                0.77565,                0.77642,                0.83351,                0.49566,                 1.3903,                0.95707,                 1.7461,             0.00038323,             0.00038323,             0.00038323
                     36,                0.97152,                0.69227,                  1.456,                0.77054,                0.78816,                0.83299,                0.49611,                 1.4055,                0.93933,                 1.7584,             0.00031936,             0.00031936,             0.00031936
                     37,                0.96274,                0.68178,                 1.4446,                0.76985,                0.78135,                0.83013,                0.49202,                 1.4128,                0.93598,                 1.7692,             0.00025549,             0.00025549,             0.00025549
                     38,                 0.9483,                0.65923,                 1.4312,                 0.7896,                 0.7842,                0.83626,                0.49517,                 1.3963,                0.92785,                 1.7527,             0.00019162,             0.00019162,             0.00019162
                     39,                0.93698,                 0.6475,                 1.4191,                0.79753,                0.77419,                 0.8376,                0.50123,                 1.3873,                0.91181,                 1.7463,             0.00012775,             0.00012775,             0.00012775
                     40,                0.92881,                0.64064,                 1.4151,                0.77821,                0.78448,                0.83511,                 0.5035,                 1.3793,                0.91569,                 1.7406,             6.3883e-05,             6.3883e-05,             6.3883e-05
