                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.2313,                  1.299,                 1.5925,                0.80316,                0.69897,                0.77532,                0.38608,                 1.7017,                 1.1615,                 2.0199,              0.0019338,              0.0019338,              0.0019338
                     16,                 1.2231,                 1.2853,                 1.5846,                0.75624,                0.74194,                0.79622,                0.42039,                  1.582,                 1.1038,                 1.8935,              0.0019113,              0.0019113,              0.0019113
                     17,                 1.2077,                 1.2785,                 1.5825,                0.75304,                0.76752,                0.80354,                0.46169,                 1.4808,                 1.0665,                 1.8054,              0.0018888,              0.0018888,              0.0018888
                     18,                 1.1929,                 1.2498,                 1.5678,                0.78462,                0.75372,                0.82351,                0.44559,                 1.5701,                 1.0668,                 1.8638,              0.0018663,              0.0018663,              0.0018663
                     19,                 1.1913,                 1.2308,                 1.5572,                0.76542,                0.74042,                 0.8013,                0.44331,                 1.5184,                 1.0745,                 1.8304,              0.0018439,              0.0018439,              0.0018439
                     20,                 1.1864,                 1.2251,                 1.5573,                0.76587,                0.76418,                0.82044,                 0.4547,                 1.5104,                 1.0734,                  1.824,              0.0018214,              0.0018214,              0.0018214
                     21,                 1.1842,                 1.2233,                 1.5529,                0.74369,                0.74234,                0.78646,                0.44854,                 1.4891,                 1.0743,                 1.8124,              0.0017989,              0.0017989,              0.0017989
                     22,                 1.1702,                 1.2058,                 1.5395,                0.76589,                0.76418,                0.81936,                0.45615,                 1.5265,                 1.0479,                 1.8469,              0.0017764,              0.0017764,              0.0017764
                     23,                 1.1683,                 1.1901,                 1.5402,                0.76084,                0.76307,                0.81182,                0.44214,                 1.5279,                 1.0611,                  1.859,              0.0017539,              0.0017539,              0.0017539
                     24,                 1.1608,                 1.1716,                 1.5233,                0.78489,                0.74972,                0.82032,                0.45895,                 1.5002,                 1.0447,                 1.8225,              0.0017314,              0.0017314,              0.0017314
                     25,                 1.1539,                 1.1785,                 1.5294,                0.73635,                0.77642,                0.80926,                0.45096,                 1.5363,                 1.0542,                 1.8443,              0.0017089,              0.0017089,              0.0017089
                     26,                 1.1319,                 1.1522,                 1.5115,                0.73842,                0.78198,                 0.8188,                0.47619,                  1.451,                  1.028,                 1.7896,              0.0016865,              0.0016865,              0.0016865
                     27,                  1.146,                 1.1448,                 1.5202,                0.77742,                0.74595,                0.81702,                0.46298,                 1.4823,                 1.0307,                 1.8129,               0.001664,               0.001664,               0.001664
                     28,                 1.1283,                 1.1254,                 1.5022,                0.77194,                0.75195,                 0.8157,                0.45842,                 1.5042,                 1.0297,                  1.827,              0.0016415,              0.0016415,              0.0016415
                     29,                 1.1236,                 1.1222,                 1.5006,                0.78205,                0.72636,                0.79799,                0.44865,                 1.5358,                 1.0395,                 1.8456,               0.001619,               0.001619,               0.001619
                     30,                 1.1266,                 1.1091,                 1.4976,                0.77422,                0.74194,                0.79633,                0.44417,                  1.509,                 1.0284,                 1.8371,              0.0015965,              0.0015965,              0.0015965
                     31,                 1.1143,                 1.1061,                 1.4894,                0.78343,                0.78198,                0.83584,                0.48346,                 1.4711,                0.98192,                 1.8017,               0.001574,               0.001574,               0.001574
                     32,                   1.11,                 1.0955,                 1.4886,                0.77704,                0.77532,                0.81887,                0.46492,                 1.4927,                 1.0018,                 1.8173,              0.0015515,              0.0015515,              0.0015515
                     33,                 1.0919,                 1.0766,                 1.4725,                0.78321,                0.76756,                0.82394,                0.47265,                 1.5055,                 0.9853,                 1.8281,              0.0015291,              0.0015291,              0.0015291
                     34,                 1.0998,                 1.0816,                 1.4744,                 0.7607,                0.78853,                0.82515,                0.48113,                 1.4502,                0.98399,                 1.7819,              0.0015066,              0.0015066,              0.0015066
                     35,                 1.0976,                 1.0794,                 1.4785,                0.78833,                0.74568,                0.82315,                0.47384,                 1.4742,                0.97841,                 1.7974,              0.0014841,              0.0014841,              0.0014841
                     36,                 1.0907,                 1.0671,                 1.4716,                0.76769,                0.79767,                0.83716,                0.49271,                 1.4562,                0.94725,                 1.7783,              0.0014616,              0.0014616,              0.0014616
                     37,                 1.0918,                  1.065,                 1.4717,                0.76732,                0.76529,                0.82022,                0.47641,                 1.4834,                0.98474,                 1.8198,              0.0014391,              0.0014391,              0.0014391
                     38,                 1.0851,                  1.042,                 1.4657,                0.81204,                0.75083,                0.82928,                0.47947,                 1.4842,                 0.9529,                 1.8046,              0.0014166,              0.0014166,              0.0014166
                     39,                 1.0674,                 1.0418,                 1.4555,                0.78857,                0.78532,                0.83666,                0.48022,                 1.4733,                0.94448,                 1.7949,              0.0013941,              0.0013941,              0.0013941
                     40,                 1.0662,                 1.0225,                 1.4464,                0.81652,                0.75735,                0.84276,                 0.4836,                 1.4881,                 0.9439,                 1.8048,              0.0013717,              0.0013717,              0.0013717
                     41,                 1.0693,                 1.0161,                 1.4442,                0.81248,                0.72636,                0.82676,                0.48393,                 1.4668,                0.96045,                 1.7778,              0.0013492,              0.0013492,              0.0013492
                     42,                 1.0525,                 1.0044,                 1.4392,                0.81407,                0.75083,                0.83473,                0.47894,                 1.4816,                0.94641,                 1.8031,              0.0013267,              0.0013267,              0.0013267
                     43,                 1.0653,                  1.026,                 1.4483,                0.80896,                0.77717,                0.84071,                0.48558,                   1.46,                0.90591,                 1.7789,              0.0013042,              0.0013042,              0.0013042
                     44,                 1.0515,                 1.0048,                 1.4375,                0.82795,                0.74404,                0.84576,                0.49995,                 1.4167,                0.91887,                 1.7497,              0.0012817,              0.0012817,              0.0012817
                     45,                 1.0454,                0.98129,                 1.4292,                0.75982,                0.80585,                0.84488,                0.49806,                 1.4394,                0.92175,                 1.7607,              0.0012592,              0.0012592,              0.0012592
                     46,                 1.0456,                0.99056,                  1.433,                0.80657,                0.78389,                0.84046,                0.49155,                 1.4568,                0.91934,                 1.7742,              0.0012367,              0.0012367,              0.0012367
                     47,                 1.0411,                0.99426,                 1.4297,                0.78557,                 0.8109,                0.84426,                0.49773,                 1.4278,                0.91453,                 1.7628,              0.0012143,              0.0012143,              0.0012143
                     48,                 1.0368,                 0.9717,                 1.4245,                0.78253,                0.80979,                0.85197,                0.50158,                 1.4431,                 0.8945,                 1.7825,              0.0011918,              0.0011918,              0.0011918
                     49,                 1.0394,                 0.9772,                 1.4271,                0.81403,                  0.802,                0.85308,                0.50364,                 1.4287,                0.88455,                 1.7646,              0.0011693,              0.0011693,              0.0011693
                     50,                 1.0364,                0.96181,                 1.4259,                 0.8054,                0.77344,                0.84348,                0.49469,                 1.4368,                0.89701,                 1.7603,              0.0011468,              0.0011468,              0.0011468
                     51,                 1.0232,                0.96171,                 1.4117,                0.80745,                0.78198,                0.84127,                0.49276,                 1.4621,                0.90201,                 1.7904,              0.0011243,              0.0011243,              0.0011243
                     52,                 1.0215,                0.95418,                  1.412,                0.78892,                0.79199,                0.85051,                0.49873,                 1.4433,                0.88562,                 1.7695,              0.0011018,              0.0011018,              0.0011018
                     53,                 1.0214,                0.94514,                 1.4107,                0.79594,                0.77229,                0.84279,                 0.4962,                 1.4426,                0.89088,                 1.7689,              0.0010793,              0.0010793,              0.0010793
                     54,                 1.0124,                0.94034,                 1.4065,                0.81207,                0.76423,                0.83561,                0.50369,                 1.4277,                0.90394,                 1.7634,              0.0010568,              0.0010568,              0.0010568
                     55,                 1.0094,                0.94161,                 1.4024,                0.80854,                0.76974,                0.83931,                0.50259,                 1.4185,                0.89304,                  1.756,              0.0010344,              0.0010344,              0.0010344
                     56,                  1.004,                0.92114,                 1.3959,                0.83421,                0.74998,                0.84612,                 0.5033,                 1.4303,                0.89659,                 1.7622,              0.0010119,              0.0010119,              0.0010119
                     57,                0.99881,                0.92771,                 1.3937,                0.83759,                0.75152,                0.85136,                 0.5015,                 1.4362,                0.89149,                 1.7735,             0.00098939,             0.00098939,             0.00098939
                     58,                0.99804,                0.92425,                 1.3916,                0.78872,                0.77652,                0.84005,                0.49915,                  1.438,                0.90474,                 1.7739,              0.0009669,              0.0009669,              0.0009669
                     59,                0.99214,                0.91203,                 1.3819,                0.79554,                0.78336,                 0.8376,                 0.4972,                 1.4432,                0.91419,                 1.7766,             0.00094442,             0.00094442,             0.00094442
                     60,                0.98265,                0.90157,                 1.3792,                 0.8241,                0.76606,                0.83701,                0.50236,                 1.4284,                0.89285,                 1.7628,             0.00092193,             0.00092193,             0.00092193
                     61,                      1,                0.90499,                 1.3888,                0.81683,                0.77381,                 0.8384,                0.50164,                 1.4252,                0.89573,                 1.7645,             0.00089945,             0.00089945,             0.00089945
                     62,                0.98852,                 0.9007,                 1.3816,                0.81312,                0.77864,                0.83917,                0.49601,                 1.4456,                0.89559,                 1.7897,             0.00087696,             0.00087696,             0.00087696
                     63,                0.98041,                0.89209,                 1.3796,                0.79618,                0.78214,                 0.8371,                0.49848,                 1.4389,                 0.8947,                 1.7889,             0.00085447,             0.00085447,             0.00085447
                     64,                0.98511,                0.89985,                  1.374,                0.76882,                0.78977,                 0.8462,                0.50651,                 1.4237,                0.89267,                  1.776,             0.00083199,             0.00083199,             0.00083199
                     65,                0.97884,                0.88897,                 1.3725,                0.78009,                0.79199,                0.85078,                0.50681,                 1.4183,                0.89209,                 1.7777,              0.0008095,              0.0008095,              0.0008095
                     66,                0.96204,                0.87705,                 1.3674,                0.77253,                0.80311,                0.85048,                0.50841,                 1.4163,                0.88257,                 1.7784,             0.00078701,             0.00078701,             0.00078701
                     67,                0.96504,                0.87396,                 1.3685,                0.80897,                0.77753,                0.84801,                 0.5076,                 1.4272,                0.87905,                 1.7821,             0.00076453,             0.00076453,             0.00076453
                     68,                0.96026,                0.86623,                 1.3639,                0.80534,                0.76307,                0.84668,                0.50816,                 1.4249,                0.87919,                  1.779,             0.00074204,             0.00074204,             0.00074204
                     69,                0.96477,                0.87609,                  1.369,                0.77947,                0.78977,                0.84761,                0.50746,                 1.4233,                  0.886,                 1.7773,             0.00071956,             0.00071956,             0.00071956
                     70,                0.96236,                0.86651,                 1.3609,                0.77838,                0.79644,                0.84324,                0.50427,                 1.4306,                0.88903,                  1.786,             0.00069707,             0.00069707,             0.00069707
                     71,                0.95435,                0.85262,                   1.36,                0.75893,                0.81758,                0.84308,                0.50524,                 1.4307,                 0.8886,                 1.7894,             0.00067458,             0.00067458,             0.00067458
                     72,                0.94582,                0.85489,                 1.3491,                0.78538,                0.78155,                0.84241,                0.50322,                 1.4296,                0.88568,                 1.7906,              0.0006521,              0.0006521,              0.0006521
                     73,                0.94449,                 0.8507,                 1.3468,                0.82702,                0.75528,                0.84875,                0.50773,                 1.4256,                0.87827,                 1.7861,             0.00062961,             0.00062961,             0.00062961
                     74,                0.94253,                0.83752,                  1.345,                0.83141,                0.75154,                0.84752,                0.50722,                 1.4234,                0.87297,                 1.7843,             0.00060713,             0.00060713,             0.00060713
                     75,                0.93711,                0.83937,                 1.3434,                 0.8309,                 0.7564,                0.84618,                0.51072,                 1.4203,                0.86873,                 1.7795,             0.00058464,             0.00058464,             0.00058464
                     76,                0.93582,                0.83589,                   1.34,                0.83337,                0.76214,                0.84562,                0.50958,                 1.4132,                0.87111,                 1.7721,             0.00056215,             0.00056215,             0.00056215
                     77,                 0.9346,                0.83955,                 1.3446,                0.83307,                0.75498,                0.84785,                0.51033,                 1.4154,                0.86837,                 1.7767,             0.00053967,             0.00053967,             0.00053967
                     78,                0.93418,                0.83953,                 1.3413,                0.80868,                0.77109,                0.84152,                0.50637,                 1.4189,                 0.8744,                 1.7811,             0.00051718,             0.00051718,             0.00051718
                     79,                0.92793,                0.83277,                 1.3333,                0.79775,                0.78096,                0.84618,                0.50766,                 1.4143,                0.87835,                 1.7786,              0.0004947,              0.0004947,              0.0004947
                     80,                0.92766,                0.83007,                  1.335,                0.80724,                0.76974,                0.84685,                0.50803,                 1.4103,                0.87702,                 1.7747,             0.00047221,             0.00047221,             0.00047221
                     81,                0.92562,                0.82638,                 1.3318,                0.79859,                0.77976,                0.84326,                0.51014,                 1.4063,                0.87261,                 1.7731,             0.00044972,             0.00044972,             0.00044972
                     82,                0.92058,                0.82222,                 1.3283,                0.78284,                0.79797,                0.85018,                 0.5109,                 1.4052,                0.87064,                 1.7724,             0.00042724,             0.00042724,             0.00042724
                     83,                0.92359,                0.82099,                 1.3341,                0.77793,                0.79881,                0.84887,                0.51141,                 1.4016,                0.87592,                 1.7686,             0.00040475,             0.00040475,             0.00040475
                     84,                0.91396,                0.82312,                  1.322,                0.77426,                0.79357,                0.84575,                0.51014,                 1.4032,                0.87963,                 1.7705,             0.00038227,             0.00038227,             0.00038227
                     85,                0.91669,                0.81288,                 1.3251,                0.78507,                0.79635,                 0.8472,                0.51068,                 1.4055,                0.87777,                 1.7732,             0.00035978,             0.00035978,             0.00035978
                     86,                0.91303,                0.80886,                 1.3298,                0.79078,                 0.7904,                 0.8469,                0.50997,                 1.4075,                0.87569,                 1.7753,             0.00033729,             0.00033729,             0.00033729
                     87,                0.90594,                0.79599,                 1.3211,                0.78278,                0.79768,                0.84887,                 0.5085,                 1.4119,                0.87353,                 1.7815,             0.00031481,             0.00031481,             0.00031481
                     88,                0.90298,                0.79892,                 1.3176,                0.77054,                0.80979,                0.84829,                0.50817,                 1.4134,                0.87459,                 1.7841,             0.00029232,             0.00029232,             0.00029232
                     89,                0.90037,                0.81114,                 1.3176,                0.77896,                  0.802,                0.84945,                  0.509,                  1.414,                 0.8721,                 1.7854,             0.00026983,             0.00026983,             0.00026983
                     90,                0.90819,                0.79776,                 1.3199,                0.78124,                0.79844,                0.84872,                0.50808,                 1.4145,                0.87109,                 1.7864,             0.00024735,             0.00024735,             0.00024735
                     91,                0.86234,                0.56488,                 1.3541,                0.77041,                0.80534,                0.84721,                0.50991,                 1.4101,                0.86876,                  1.782,             0.00022486,             0.00022486,             0.00022486
                     92,                0.83883,                0.54102,                 1.3288,                0.79391,                0.79422,                0.84816,                0.51166,                 1.4056,                0.86461,                 1.7756,             0.00020238,             0.00020238,             0.00020238
                     93,                0.83038,                0.53267,                 1.3152,                  0.786,                0.80485,                0.85047,                0.51138,                 1.4031,                0.86111,                 1.7723,             0.00017989,             0.00017989,             0.00017989
                     94,                0.82347,                0.51596,                 1.3172,                0.79462,                0.80534,                  0.849,                0.51044,                 1.4014,                0.85984,                 1.7694,              0.0001574,              0.0001574,              0.0001574
                     95,                0.81889,                0.51273,                 1.3063,                0.79437,                0.80784,                0.84948,                 0.5124,                 1.3997,                0.85758,                 1.7671,             0.00013492,             0.00013492,             0.00013492
                     96,                0.80722,                0.50436,                 1.3025,                0.79095,                0.80804,                0.85035,                0.51383,                 1.3984,                0.85665,                 1.7652,             0.00011243,             0.00011243,             0.00011243
                     97,                0.80661,                0.50661,                 1.3009,                0.79082,                0.80868,                0.85041,                0.51463,                 1.3978,                0.85669,                 1.7646,             8.9946e-05,             8.9946e-05,             8.9946e-05
                     98,                0.79965,                0.49872,                 1.2935,                0.80081,                0.80498,                0.85006,                0.51425,                 1.3973,                0.85789,                  1.764,              6.746e-05,              6.746e-05,              6.746e-05
                     99,                0.79799,                0.49271,                 1.2965,                0.80135,                  0.802,                0.84988,                0.51507,                 1.3967,                0.85845,                 1.7634,             4.4974e-05,             4.4974e-05,             4.4974e-05
                    100,                0.80304,                0.50217,                 1.2999,                0.80179,                0.80089,                0.85046,                 0.5163,                 1.3956,                 0.8586,                 1.7627,             2.2487e-05,             2.2487e-05,             2.2487e-05
