                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.4251,                 1.8562,                 1.7598,                0.60852,                0.59844,                0.63383,                0.31381,                 1.6431,                 1.5541,                 1.9557,               0.067086,             0.00040479,             0.00040479
                      2,                 1.4153,                 1.6875,                 1.7462,                0.66565,                0.64001,                0.68622,                0.31753,                 1.7852,                 1.5747,                 2.0899,               0.034137,             0.00078951,             0.00078951
                      3,                 1.4083,                   1.66,                  1.742,                0.65935,                 0.6574,                0.67723,                 0.3049,                 1.8178,                 1.4618,                 2.1468,              0.0011681,               0.001154,               0.001154
                      4,                 1.3638,                 1.5822,                  1.711,                0.66753,                0.63404,                0.67547,                0.32009,                 1.7649,                 1.4605,                 2.0952,              0.0011238,              0.0011238,              0.0011238
                      5,                 1.3382,                 1.5301,                 1.6924,                0.66369,                0.69587,                0.71715,                0.37087,                 1.6157,                 1.3968,                 1.9442,              0.0010934,              0.0010934,              0.0010934
                      6,                 1.3192,                 1.4753,                 1.6773,                0.68911,                0.65295,                0.68062,                0.31867,                 1.7435,                 1.4368,                 2.1077,               0.001063,               0.001063,               0.001063
                      7,                 1.2971,                 1.4427,                  1.654,                0.70906,                0.68045,                0.73806,                0.35865,                 1.6755,                 1.2307,                 2.0113,              0.0010327,              0.0010327,              0.0010327
                      8,                 1.2712,                 1.3965,                 1.6339,                0.72294,                0.74883,                0.79276,                0.38584,                 1.6449,                 1.2063,                 1.9585,              0.0010023,              0.0010023,              0.0010023
                      9,                 1.2615,                 1.3783,                 1.6186,                0.70584,                0.73132,                0.75747,                0.40293,                 1.5462,                 1.1917,                 1.8726,             0.00097191,             0.00097191,             0.00097191
                     10,                 1.2464,                  1.342,                 1.6072,                0.74671,                 0.7564,                0.80296,                0.43946,                 1.5471,                 1.1392,                 1.8658,             0.00094154,             0.00094154,             0.00094154
                     11,                 1.2247,                 1.3071,                 1.5925,                0.75103,                0.73081,                0.78347,                0.40864,                 1.6329,                 1.1919,                 1.9502,             0.00091117,             0.00091117,             0.00091117
                     12,                 1.2223,                 1.2843,                  1.584,                0.69873,                0.71635,                0.74901,                0.39406,                   1.58,                 1.2102,                 1.9036,              0.0008808,              0.0008808,              0.0008808
                     13,                 1.2082,                 1.2688,                 1.5754,                0.77193,                 0.7475,                0.80023,                0.43989,                 1.5819,                 1.0966,                 1.9078,             0.00085042,             0.00085042,             0.00085042
                     14,                 1.1859,                 1.2465,                 1.5592,                0.72756,                0.73081,                0.79165,                0.42602,                 1.5788,                 1.1177,                  1.895,             0.00082005,             0.00082005,             0.00082005
                     15,                 1.1876,                 1.2212,                 1.5543,                0.78934,                0.73749,                0.82136,                0.46127,                 1.4945,                 1.0473,                 1.8269,             0.00078968,             0.00078968,             0.00078968
                     16,                 1.1812,                 1.2065,                 1.5473,                0.75705,                0.74638,                0.80582,                0.43013,                 1.5697,                 1.0827,                 1.8905,             0.00075931,             0.00075931,             0.00075931
                     17,                 1.1624,                 1.1979,                 1.5389,                0.77125,                0.76974,                0.80848,                0.45953,                 1.5046,                 1.0542,                 1.8195,             0.00072894,             0.00072894,             0.00072894
                     18,                 1.1473,                 1.1691,                 1.5236,                0.76466,                  0.759,                 0.8249,                0.46815,                 1.5033,                 1.0138,                 1.8097,             0.00069856,             0.00069856,             0.00069856
                     19,                 1.1418,                 1.1525,                 1.5146,                0.77915,                0.77197,                0.83853,                0.48767,                 1.4526,                 0.9936,                 1.7707,             0.00066819,             0.00066819,             0.00066819
                     20,                 1.1315,                 1.1466,                 1.5136,                0.73875,                 0.7958,                0.81515,                0.44308,                 1.5325,                  1.045,                 1.8409,             0.00063782,             0.00063782,             0.00063782
                     21,                 1.1267,                 1.1367,                 1.5041,                0.75305,                 0.7564,                0.82324,                0.47823,                 1.4312,                 1.0085,                 1.7606,             0.00060745,             0.00060745,             0.00060745
                     22,                 1.1231,                 1.1222,                 1.5005,                0.77991,                0.76865,                0.83217,                0.45753,                 1.5485,                 1.0224,                 1.8574,             0.00057707,             0.00057707,             0.00057707
                     23,                 1.1112,                 1.1102,                 1.4941,                0.77235,                0.77642,                0.82176,                0.47485,                 1.4642,                 1.0104,                 1.7921,              0.0005467,              0.0005467,              0.0005467
                     24,                  1.097,                 1.0919,                 1.4795,                0.78211,                0.77976,                  0.833,                0.47898,                  1.479,                0.99241,                 1.7993,             0.00051633,             0.00051633,             0.00051633
                     25,                 1.0916,                 1.0804,                 1.4786,                0.77975,                0.78309,                 0.8426,                0.47812,                 1.5024,                0.97456,                 1.8003,             0.00048596,             0.00048596,             0.00048596
